,url_original,url,Adversarial_Attack,Family_Name,DGA_Attack,DGA_Attack_Binary,MaskDGA_Iteration,sub_model_benign_prob,substitute_model
232,yfxuykqepaqycjdxf.net,yyx0znvemiqyc7dxk.net,Random_No model,fobber,Random_No model,1,0,0.085153826,No model
233,yqjlrityhifiteamscengo.com,ykblrityhifoteaphce8-o.com,Random_No model,,Random_No model,1,0,0.89954674,No model
234,m4mgew20u0ms.org,a4mge320u0ms.org,Random_No model,,Random_No model,1,0,0.5562696,No model
235,piissoorpeposdc.ddns.net,bcissoor2bpopdf.ddns.net,Random_No model,,Random_No model,1,0,0.6554363,No model
236,adpoustnsoukiqyda.net,adpmu9tns9u3ilyda.net,Random_No model,,Random_No model,1,0,0.93244964,No model
237,gainborn.net,6axnbojn.net,Random_No model,,Random_No model,1,0,0.7330381,No model
238,mkjuardbentherocknphi.com,mw7eabdb5nth9rod05pmi.com,Random_No model,,Random_No model,1,0,0.51677877,No model
239,erlgyrkgmr.com,er68y41gpr.com,Random_No model,,Random_No model,1,0,0.6299214,No model
240,tgvucpgucwyplssmm.me,t0vucpgjjcj1easmy.me,Random_No model,,Random_No model,1,0,0.12003073,No model
241,pcdzdcwfczfxtthxeu.info,sbdglcwfcyfxtthrev.info,Random_No model,,Random_No model,1,0,0.06995205,No model
242,bmpnnvzxhyjrscttvctldqxwcq.biz,bmp8nvzq4y0-sc2tvr3ldq9wc4.biz,Random_No model,,Random_No model,1,0,0.45678514,No model
243,skmyaoiaiysqcsoy.org,h13yvdiai79rcson.org,Random_No model,,Random_No model,1,0,0.81965446,No model
244,kywgwmmwmiqmyaoc.org,kyw3x4mg5iwmv44c.org,Random_No model,,Random_No model,1,0,0.103194304,No model
245,epxtpxivikxlx.info,wpxt6xejikydx.info,Random_No model,,Random_No model,1,0,0.09638338,No model
246,vonijeceqyqi.com,vonirec-qbqi.com,Random_No model,,Random_No model,1,0,0.9379984,No model
247,enclyhgngjmtmf.com,enclyugng-mcrf.com,Random_No model,,Random_No model,1,0,0.9402322,No model
248,wbwfjtylrtgkfqxvl.cc,yn8fttyl6hf-qqevl.cc,Random_No model,,Random_No model,1,0,0.56639004,No model
249,gfvxcya.com,gfoxuya.com,Random_No model,,Random_No model,1,0,0.6262105,No model
250,lbcqbjdmwbepqcqmeydqb.im,lbcqbzdzq4qpa6foxmdqd.im,Random_No model,,Random_No model,1,0,0.03040806,No model
251,uoqsewmwuwimgeuy.org,noemewmvutizaeey.org,Random_No model,,Random_No model,1,0,0.26573062,No model
252,amtxmxbthv.org,mmtzmzbqhv.org,Random_No model,,Random_No model,1,0,0.2641673,No model
253,vmdvsjtklveqwnzyc.net,o3d5up-3cvusrtzyc.net,Random_No model,,Random_No model,1,0,0.98966694,No model
254,jqixscmhglbvuyjvv.com,jh6zbcz9gl9tu6jfr.com,Random_No model,,Random_No model,1,0,0.5921851,No model
255,fiddlrxsat.com,f1ld7rrkwy.com,Random_No model,,Random_No model,1,0,0.5159489,No model
256,fallcolor.net,unlrso6ir.net,Random_No model,,Random_No model,1,0,0.65021265,No model
257,flzlnplpaykjlndidqgbytsrkv.com,6lzlizlpaykfgydi0qnsotnhkv.com,Random_No model,,Random_No model,1,0,0.024188997,No model
258,qexefugunaxoroza.com,qexeyv1unlhoqo5i.com,Random_No model,,Random_No model,1,0,0.10637605,No model
259,sy0esa8q8awy.net,8ypeya5rrawx.net,Random_No model,simda,Random_No model,1,0,0.2679228,No model
260,ctwpeil.eu,gtwpx1l.eu,Random_No model,,Random_No model,1,0,0.561148,No model
261,dtuaeklk.info,9duveklk.info,Random_No model,,Random_No model,1,0,0.8169896,No model
262,ifdeuomvzxqgdidnzcyobmrmntgonh.net,imdgtwmvt4ipdnnnzcyob9rnftpona.net,Random_No model,,Random_No model,1,0,0.3369911,No model
263,edobflmaffnffcfk.co,edzbflfaffntqeck.co,Random_No model,,Random_No model,1,0,0.07619835,No model
264,ecotcmoctc.ddns.net,p2sqc90cac.ddns.net,Random_No model,,Random_No model,1,0,0.7494648,No model
265,wqkskicfxg.com,aq6sqi4fog.com,Random_No model,,Random_No model,1,0,0.33688268,No model
266,hayxwcguaihvwszppwkhmhyhca.biz,hpyemcyuaa1cw7zpp2kh0hyh3a.biz,Random_No model,,Random_No model,1,0,0.08926501,No model
267,bchlpnqqbyeb.in,bwhlbnqqqd1b.in,Random_No model,,Random_No model,1,0,0.086325176,No model
268,lvpeardbentherocknphi.com,hvocaw2bnug3urac5nphi.com,Random_No model,,Random_No model,1,0,0.44103837,No model
269,lyrejereracyjyne.com,lyfzjervracuo41e.com,Random_No model,,Random_No model,1,0,0.5309749,No model
270,mepsro1d30df6atqa87up6irh.biz,me5sroqd5jdr5ptqk27upwirf.biz,Random_No model,necurs,Random_No model,1,0,0.036527265,No model
271,oaemsptostccd.ddns.net,3armzptos41c4.ddns.net,Random_No model,,Random_No model,1,0,0.67927176,No model
272,g2w64m0eseka.top,une6imrgy7ka.top,Random_No model,dircrypt,Random_No model,1,0,0.773007,No model
273,cew2o20youwi.org,3ewsp20-4o4i.org,Random_No model,,Random_No model,1,0,0.99625105,No model
274,oegqlnn.eu,mjg9tn1.eu,Random_No model,,Random_No model,1,0,0.92442423,No model
275,eubyhwtrmaakghncf.me,hcqwiktrzfykgbncv.me,Random_No model,,Random_No model,1,0,0.051766004,No model
276,qcbpuypglpodlrseh.tw,9cb2z1pb7poqmrses.tw,Random_No model,,Random_No model,1,0,0.21258777,No model
277,rlztoyzevzyccakpd.net,bdzgj7z3dzyccakp3.net,Random_No model,pykspa,Random_No model,1,0,0.36798355,No model
278,ujjudhcapj.com,38jhyh7aph.com,Random_No model,dnschanger,Random_No model,1,0,0.78865325,No model
279,elcvwlovwpo.com,el4vwl2v7co.com,Random_No model,,Random_No model,1,0,0.45725778,No model
280,jvhlpyecdhubghhhn.net,jv52pyicvhukphffk.net,Random_No model,,Random_No model,1,0,0.07129586,No model
281,ngyfwugkktnsd.net,g9yfwbgkkt-pd.net,Random_No model,,Random_No model,1,0,0.97888076,No model
282,sgfvwmtjztkjhzxwb.net,lgpvwm2izkzc0gxmb.net,Random_No model,,Random_No model,1,0,0.043961603,No model
283,finishmeeting.net,y0binvweet61g.net,Random_No model,,Random_No model,1,0,0.7730514,No model
284,khyjkpuh1bilehepmxu.ddns.net,j9u18pur1ailehexixy.ddns.net,Random_No model,,Random_No model,1,0,0.8243831,No model
285,hyrohapbuyxxwbyskirt.com,9yvphaibu8xsibyskimt.com,Random_No model,,Random_No model,1,0,0.71588296,No model
286,ircaostmisscabpo.ddns.net,imc7hdtui3-cismo.ddns.net,Random_No model,,Random_No model,1,0,0.9959268,No model
287,1wfq97513locgzgkh1ym1awr81.com,ewfqx7513lplgk0whiis1nwr81.com,Random_No model,,Random_No model,1,0,0.10646725,No model
288,ufwdwxcfopsda.org,zfwd7befo3sda.org,Random_No model,,Random_No model,1,0,0.5128969,No model
289,8lz0uau30l3m12gsdj61n0ytoe.com,zlkqymm30l-9-2gswjtoe7rtve.com,Random_No model,,Random_No model,1,0,0.99647266,No model
290,onwlhdlixyvtmmfra.pw,s4wl1dl25dvtmmfra.pw,Random_No model,,Random_No model,1,0,0.14261381,No model
291,effeffnabfomdoma.com,rfqef4xabrw2kona.com,Random_No model,,Random_No model,1,0,0.1048354,No model
292,uvjwvimonuocbvaoxivbp.so,uvywk4mcnuocibaiki7tp.so,Random_No model,fobber,Random_No model,1,0,0.53145355,No model
293,fdaadafdclkaddcd.com,fdnadpfshlknddc1.com,Random_No model,,Random_No model,1,0,0.1062827,No model
294,pbrddusicffknuetomv.ga,c5rsduiucfnzynet67m.ga,Random_No model,,Random_No model,1,0,0.38756984,No model
295,ukiawslthxlaqmh.ir,ukiaq9zth8loqm7.ir,Random_No model,fobber,Random_No model,1,0,0.18405893,No model
296,hsacskqee.sh,hgacsayee.sh,Random_No model,necurs,Random_No model,1,0,0.83724284,No model
297,vuvbznktsnkc.info,vuvuz7utsnkt.info,Random_No model,,Random_No model,1,0,0.34054115,No model
298,ujdmojf.com,s9dyd29.com,Random_No model,,Random_No model,1,0,0.9782718,No model
299,eitherbeauty.net,eytherbehhtu.net,Random_No model,,Random_No model,1,0,0.55342567,No model
300,esfgfiwtia.com,dsfjfixgda.com,Random_No model,,Random_No model,1,0,0.40769544,No model
301,mvrzkzzrhmgzja.com,pv5zkyz-zr2z7m.com,Random_No model,,Random_No model,1,0,0.98061544,No model
302,mountainbrought.net,mounhiin8wyohkt.net,Random_No model,,Random_No model,1,0,0.66372395,No model
303,gmagooeeomwessso.org,bmrwboee3mwess8o.org,Random_No model,,Random_No model,1,0,0.32104507,No model
304,fgiwprcjoixjapgrr.in,i2ywpob7o3pj7pgxt.in,Random_No model,,Random_No model,1,0,0.4475854,No model
305,usqeimouwwkmcqay.org,utyxiqou-w95cqay.org,Random_No model,,Random_No model,1,0,0.9646358,No model
306,kc17dk1h7338wh12owzo3896f.com,xur702sx77e8whz2ow5ee8b6k.com,Random_No model,,Random_No model,1,0,0.10494461,No model
307,cybubxfeeozlrwjxgugkvsc.ru,c4-ubxfh9uzrawjxgcgkvs7.ru,Random_No model,,Random_No model,1,0,0.28918734,No model
308,5xmtovs47p1barg.ddns.net,5xkepdsfjp3barg.ddns.net,Random_No model,,Random_No model,1,0,0.45455152,No model
309,hgcjxzmspw.ru,lgcjxzespe.ru,Random_No model,,Random_No model,1,0,0.46340233,No model
310,mpiosuxjmjuiuajt.com,tp0xguxjxggq1ajt.com,Random_No model,corebot,Random_No model,1,0,0.03686256,No model
311,zxcmfexfetqgbuxojbqpnuocal.net,zeukfvsfehc6bujojp29nu5cal.net,Random_No model,,Random_No model,1,0,0.27267668,No model
312,voxpoffvvhot.net,vnxpopfvvrot.net,Random_No model,,Random_No model,1,0,0.20005788,No model
313,hplqctfonm.com,lp1qgtfoqh.com,Random_No model,,Random_No model,1,0,0.22054029,No model
314,vwtlingqshxw.club,dwoliwgqshxw.club,Random_No model,,Random_No model,1,0,0.30758038,No model
315,1xkh3xuna05li8a.ddns.net,1x-x3xinad-cis1.ddns.net,Random_No model,,Random_No model,1,0,0.9999205,No model
316,yaqhvqandto.com,m06h7qalpae.com,Random_No model,,Random_No model,1,0,0.3593326,No model
317,wghprityhifiteamscengo.com,6ggm9ijyhifite0msme21o.com,Random_No model,,Random_No model,1,0,0.48624516,No model
318,flirnxcpidimzvumcondwyn.com,f2irhubpi4izzj8m9on3wwn.com,Random_No model,,Random_No model,1,0,0.3650382,No model
319,ceoa0yoecicm.top,c0oa0dwrci4l.top,Random_No model,,Random_No model,1,0,0.37461272,No model
320,cosdeceascpsocp.ddns.net,c0sde2dascp4tc5.ddns.net,Random_No model,,Random_No model,1,0,0.5904609,No model
321,gpryuugvryyii.net,g1krgwg-rl7ii.net,Random_No model,tinba,Random_No model,1,0,0.969849,No model
322,picaoatieieatirxe.ddns.net,hzcqoa3ierifhirbf.ddns.net,Random_No model,,Random_No model,1,0,0.47666758,No model
323,kdu6u6a23d74mje.ddns.net,kau6kvnicd-4my6.ddns.net,Random_No model,,Random_No model,1,0,0.99347734,No model
324,oojhklrasqghuigmltkk.net,16g5klv38f7uu7jvlfkk.net,Random_No model,,Random_No model,1,0,0.07131441,No model
325,aqgahehpnhbuojtdyonpzlfaqxiv.com,rcwahenen77uozjd3onbr8taqkle.com,Random_No model,,Random_No model,1,0,0.18162794,No model
326,klunefcrijylmj.com,kxtnef3rajyl5j.com,Random_No model,qakbot,Random_No model,1,0,0.19615732,No model
327,dmtyunuiviarxqior.net,dm3y1n5ivias6qtgr.net,Random_No model,,Random_No model,1,0,0.3233764,No model
328,mvnqpuiiuydh.pw,mvtqpuiqjykh.pw,Random_No model,,Random_No model,1,0,0.099635296,No model
329,oolhqurgldps.net,obmwyurhldfs.net,Random_No model,,Random_No model,1,0,0.2804728,No model
330,xwayvwkoijkd.com,xyx8v8joi8rm.com,Random_No model,,Random_No model,1,0,0.11106177,No model
331,ivpoavqawhkhh.com,irpoevraa7khj.com,Random_No model,,Random_No model,1,0,0.30723563,No model
332,ehlkrzgvupvbaepgleveykc.info,ehx17zp21pvb6eok4m0zvmc.info,Random_No model,,Random_No model,1,0,0.10542523,No model
333,wwoocwggoiqwkgec.org,uwyop8-gtiqw6gec.org,Random_No model,,Random_No model,1,0,0.9261275,No model
334,macetipaxcbaaoo.ddns.net,mrceiicaxikaao9.ddns.net,Random_No model,,Random_No model,1,0,0.5594166,No model
335,romzhsfafwh.org,zqrywsfcu6h.org,Random_No model,,Random_No model,1,0,0.25114208,No model
336,wxusqjwmejksodmzo.net,wsuqqjwmejkuodmlq.net,Random_No model,,Random_No model,1,0,0.047553293,No model
337,ooyaccgwamok.com,-ohlcw2wwmok.com,Random_No model,,Random_No model,1,0,0.9700134,No model
338,emuscamugyqagooq.org,-muscumuh5i6gzoz.org,Random_No model,,Random_No model,1,0,0.91926,No model
339,eiogkiuoeiqycqya.org,eiogriuoeiqw11yb.org,Random_No model,,Random_No model,1,0,0.14787176,No model
340,oottmnmlvgen.in,cotgnnmlvl2n.in,Random_No model,,Random_No model,1,0,0.4163166,No model
341,ccamleasdfoajbeoeijsljneqe.com,ccam9jasefoltbeogijs0lte7g.com,Random_No model,,Random_No model,1,0,0.70938015,No model
342,eyeyscpzhivwhattwnrindpvp.biz,0mcssrpzwiv2hhtuwbiiwdpvp.biz,Random_No model,,Random_No model,1,0,0.029624494,No model
343,ymi8kh8t761w1duwpvjvvdoes.com,ymi68l8td6nwqdgapx21w20hs.com,Random_No model,,Random_No model,1,0,0.030146107,No model
344,pxmtdlqgqlq.info,oqmtdkqg-lp.info,Random_No model,,Random_No model,1,0,0.9147696,No model
345,fbccaoddcmllaabe.eu,eb83aqddkrllaabo.eu,Random_No model,,Random_No model,1,0,0.2075239,No model
346,oqxfydlexepcxudss.net,oljfwb9exsp5xuca3.net,Random_No model,,Random_No model,1,0,0.5455026,No model
347,uqnoxmkfrqifwfu.biz,uvnox3kfoqif7zu.biz,Random_No model,,Random_No model,1,0,0.087173365,No model
348,gnvetdmlkwmy.pw,mnvttdm2iwmy.pw,Random_No model,,Random_No model,1,0,0.25560272,No model
349,guxahbsklqnzzcjym.net,cipahbbblqo5tcmyg.net,Random_No model,,Random_No model,1,0,0.18753925,No model
350,msstqxydskpv.com,m4vtqljd0fp6.com,Random_No model,,Random_No model,1,0,0.23551616,No model
351,18efy6v19frpf8lcq6oy11wlcye.org,1jnzy6v1nfb17rlcq6sri9wtc54.org,Random_No model,tempedreve,Random_No model,1,0,0.31586295,No model
352,mountainstorm.net,mod2tdips38rk.net,Random_No model,,Random_No model,1,0,0.87193584,No model
353,gdipsrflmm.com,wdjhyrs5ml.com,Random_No model,,Random_No model,1,0,0.2642622,No model
354,mccaflaeffkdfdcn.com,4coafgaewbkqfdty.com,Random_No model,ramdo,Random_No model,1,0,0.08067533,No model
355,vkfeoxbx.biz,vofeoabx.biz,Random_No model,,Random_No model,1,0,0.5304292,No model
356,lvhfleasdfoajbeoeijsljneqe.com,lv58leds2fotjx2at8jzzjnkqe.com,Random_No model,,Random_No model,1,0,0.053745843,No model
357,pscptciaeit.ddns.net,ohcpeciaelt.ddns.net,Random_No model,,Random_No model,1,0,0.6120197,No model
358,subjectdirect.net,subjmczdpvqck.net,Random_No model,,Random_No model,1,0,0.089178,No model
359,ueaadyfbbcduflems.net,iwpn-ifvbcdukl8ms.net,Random_No model,,Random_No model,1,0,0.86671376,No model
360,iqomaawcwewqoqkw.org,dadvaafc5ewqsnkr.org,Random_No model,,Random_No model,1,0,0.1714964,No model
361,pdsamiiwnnhtiikokro.cm,jd5a23ifunv8yi2gk2o.cm,Random_No model,,Random_No model,1,0,0.35392,No model
362,pshrcpvxbsn.tv,usprcpvxbsn.tv,Random_No model,,Random_No model,1,0,0.27058768,No model
363,iqewsmeeiosaouow.org,iqywskuewpbaoiy3.org,Random_No model,,Random_No model,1,0,0.19494288,No model
364,cfyx5bedofcj1tyjkx1.ddns.net,c9y85-odofcj8tdjkqp.ddns.net,Random_No model,dircrypt,Random_No model,1,0,0.7708691,No model
365,ganipabepeho.com,ganqpkuwjyho.com,Random_No model,,Random_No model,1,0,0.12693729,No model
366,lcccbnffedecbnfc.com,lbhhg0fzv6m7b8v8.com,Random_No model,,Random_No model,1,0,0.07335874,No model
367,enjpfmf.name,enjdzco.name,Random_No model,,Random_No model,1,0,0.69810706,No model
368,fdhjleasdfoajbeoeijsljneqe.com,fdx5lhasdfoajdeoeijmlmnw-b.com,Random_No model,,Random_No model,1,0,0.4821653,No model
369,dmiiphxgy.com,-m1ipzxgy.com,Random_No model,,Random_No model,1,0,0.9932903,No model
370,xkgtheexya.net,vkgtekoxy0.net,Random_No model,,Random_No model,1,0,0.4365392,No model
371,kkenxafvekihermym.su,kkeqw8fkkophetmam.su,Random_No model,qadars,Random_No model,1,0,0.46976933,No model
372,partywhite.net,pa2cc1tnte.net,Random_No model,suppobox,Random_No model,1,0,0.6121333,No model
373,frontedge.net,1uonjeyee.net,Random_No model,,Random_No model,1,0,0.7875304,No model
374,dhbzgurffxyj.org,xqv3gzrffxye.org,Random_No model,,Random_No model,1,0,0.08040096,No model
375,akswosizgikzz.com,akunzsimgikhn.com,Random_No model,,Random_No model,1,0,0.672379,No model
376,igywqsek28us.top,igyrb6r-2pus.top,Random_No model,,Random_No model,1,0,0.988299,No model
377,utmiqvuvchtfhqalj.net,utgiqvuuchpf9dmlj.net,Random_No model,qakbot,Random_No model,1,0,0.2353889,No model
378,hvsuzupcgng.com,hvduzrycrdg.com,Random_No model,,Random_No model,1,0,0.33251145,No model
379,atavxjhjgonto.com,a1avq3hj2tnt4.com,Random_No model,,Random_No model,1,0,0.36006293,No model
380,zlvypzdlkc.com,klvopidr8c.com,Random_No model,,Random_No model,1,0,0.46235722,No model
381,dhiyymqs.com,dhizfvq-.com,Random_No model,,Random_No model,1,0,0.78099066,No model
382,ilcpkpkdmpor5d7nclm.ddns.net,slcpkpkmqpoo5vcncle.ddns.net,Random_No model,,Random_No model,1,0,0.0852506,No model
383,qvohzmoq.net,mt846mcq.net,Random_No model,,Random_No model,1,0,0.654739,No model
384,uofaleasdfoajbeoeijsljneqe.com,uofkleyqrtwdjb53jirsljneqv.com,Random_No model,,Random_No model,1,0,0.04770792,No model
385,tvahwdkknk.com,l943wdo-n8.com,Random_No model,,Random_No model,1,0,0.99928015,No model
386,uoa4ukeg68as.top,6il4tkegzny6.top,Random_No model,,Random_No model,1,0,0.57930577,No model
387,qfwmmnuwwpeyleeyj.net,8fw-mnnow-emlerx3.net,Random_No model,,Random_No model,1,0,0.9995803,No model
388,xuxwusgynj.com,xucvup1pzi.com,Random_No model,suppobox,Random_No model,1,0,0.3514682,No model
389,cicmcmuqcwmiiaao.org,c4c5cmuqcymiiaah.org,Random_No model,dnschanger,Random_No model,1,0,0.12867635,No model
390,cbhextytvcdnarrjkaxefwb.org,0-uecbg7v0npirrj7ux-qwb.org,Random_No model,,Random_No model,1,0,0.8036973,No model
391,a8i4yoaoqoyg.org,a8i3ypzovoy5.org,Random_No model,,Random_No model,1,0,0.48815614,No model
392,upswkgfedsuj.club,ugskwgfedsuj.club,Random_No model,,Random_No model,1,0,0.18301699,No model
393,fcldenccclabbceb.com,cctpergwcxabsveb.com,Random_No model,,Random_No model,1,0,0.12567364,No model
394,jfpnwjfhepjfdmkvvcsoxkqsnul.info,dx1qwjfxepbfkmjvbcup490veu1.info,Random_No model,,Random_No model,1,0,0.20543014,No model
395,sjydelqfyzenmfy.com,slybejqxy7enmu9.com,Random_No model,dircrypt,Random_No model,1,0,0.5663031,No model
396,kyccswymoaqykwao.org,kn9fswyyaaqynwnj.org,Random_No model,,Random_No model,1,0,0.058358833,No model
397,qexeqopinaturoqo.com,qgxehrpinatur8xo.com,Random_No model,,Random_No model,1,0,0.3355326,No model
398,okruwsyudi.com,o9ruwsyud1.com,Random_No model,,Random_No model,1,0,0.8977933,No model
399,ubvdmmoyokkhh.com,lezoqkgyz5kh1.com,Random_No model,,Random_No model,1,0,0.44024348,No model
400,uskaosagocscuyam.org,usdaosahnxs61oim.org,Random_No model,,Random_No model,1,0,0.15408339,No model
401,yihoardbentherocknphi.com,y2h2mrdgnptherdchnpbf.com,Random_No model,,Random_No model,1,0,0.13580562,No model
402,unaxo8cdcnefab5bgxc.ddns.net,zn4x1echcgefa05bgvc.ddns.net,Random_No model,,Random_No model,1,0,0.117684335,No model
403,gssvlau.biz,gssvral.biz,Random_No model,,Random_No model,1,0,0.7688901,No model
404,ccbodcmnnfdcfckb.com,3cu9lcqn8ydcqc1i.com,Random_No model,,Random_No model,1,0,0.119333245,No model
405,ltsemeucetfyuckdmwsamktt.net,ltogmkivatzyzgfbm3samhtx.net,Random_No model,,Random_No model,1,0,0.10854907,No model
406,mouthsuch.net,uoutxbuch.net,Random_No model,,Random_No model,1,0,0.67150486,No model
407,dzdrvvhdkyua.com,djjg5vhz3aua.com,Random_No model,,Random_No model,1,0,0.26973122,No model
408,mwptwtgxtnofxjhho.in,9-ptw6zxonfvbjhgv.in,Random_No model,,Random_No model,1,0,0.55368125,No model
409,materialalways.net,z5temiala8rxyy.net,Random_No model,,Random_No model,1,0,0.6720363,No model
410,thxkqkhvdapmlxtd.com,tpxkqkhxdepllxtd.com,Random_No model,,Random_No model,1,0,0.06469092,No model
411,bvycleasdfoajbeoeijsljneqe.com,k2yclivvdfx48bao8ijs0jnnqe.com,Random_No model,dircrypt,Random_No model,1,0,0.044149812,No model
412,txzdtc.info,xxz4tu.info,Random_No model,tinba,Random_No model,1,0,0.6828862,No model
413,ruakefslwmmsw.org,fogkefs7me26w.org,Random_No model,,Random_No model,1,0,0.7882307,No model
414,nqphtdp.info,rqhhslp.info,Random_No model,,Random_No model,1,0,0.46589008,No model
415,zblzzqqyvzr.com,yblgzqqy25r.com,Random_No model,,Random_No model,1,0,0.23193617,No model
416,xmclidayug.info,q-clid0h1b.info,Random_No model,,Random_No model,1,0,0.9971692,No model
417,yfybgmyhagsvrsotz.net,efv4zmyhag3vvwoab.net,Random_No model,,Random_No model,1,0,0.11048385,No model
418,tqcatmgynhkrf.info,blcdtmgynhtom.info,Random_No model,,Random_No model,1,0,0.32402116,No model
419,xgdewcknaiucknivlvgzldlljcq.info,xpdec10aaiuc7niv9vgyolzz9cq.info,Random_No model,,Random_No model,1,0,0.37846702,No model
420,gmgqqceqwkaykmwo.org,-4goqceqike6kmzo.org,Random_No model,,Random_No model,1,0,0.6483808,No model
421,dwbmdkpsp.org,di2kwkcbg.org,Random_No model,,Random_No model,1,0,0.6503503,No model
422,mdvkjwwspoifehctelxf.com,mgvi640spoiye7ctel5j.com,Random_No model,,Random_No model,1,0,0.47931594,No model
423,gbmeburdimqoqmwikflcl.ir,gabebu7uemqawmn9kficl.ir,Random_No model,,Random_No model,1,0,0.4362161,No model
424,myqawkwoqsmsiosw.org,pypawzfy7srdiasw.org,Random_No model,,Random_No model,1,0,0.2322854,No model
425,qkqoaikysmckycyc.org,qkqro-kyjmcoycyc.org,Random_No model,,Random_No model,1,0,0.942017,No model
426,5lqba0ktoxm63pa.ddns.net,yi7b90keoimrhpt.ddns.net,Random_No model,,Random_No model,1,0,0.5931485,No model
427,qvw0mnenmne4sbyb3vq61ts.ddns.net,85w0mnsnvte6sby--vq3o-s.ddns.net,Random_No model,,Random_No model,1,0,0.999987,No model
428,cuo2gek2gms2.net,cen2rob2gfs2.net,Random_No model,,Random_No model,1,0,0.7421393,No model
429,cxyxlagnghkbevqiuantd.kz,wxtzlaa1gxkbyphiqa6tx.kz,Random_No model,,Random_No model,1,0,0.19973828,No model
430,zxlxhokbg.org,wx3xsakbg.org,Random_No model,,Random_No model,1,0,0.33414182,No model
431,aomzfwsqx.org,a9yi11sqx.org,Random_No model,,Random_No model,1,0,0.9417485,No model
432,taepyuzkejxvjbxqwqiqvoobs.net,taevlbzka1xvjbxqwq7qvgons.net,Random_No model,,Random_No model,1,0,0.082723156,No model
433,rwcrcsbtp.eu,ydcrcsb-y.eu,Random_No model,,Random_No model,1,0,0.96268255,No model
434,gagoyscukwmoixqpn.net,g0cosu5uufoxpxqpn.net,Random_No model,,Random_No model,1,0,0.09699511,No model
435,xjjeardbentherocknphi.com,xjteir9le8tdk41ypnpy7.com,Random_No model,newgoz,Random_No model,1,0,0.26515606,No model
436,vlvuociobdyzpqkgemzxobeyincizh.com,9skuoatoidy9jqk6eldkobpyz2c6zw.com,Random_No model,,Random_No model,1,0,0.06534857,No model
